id,listing_url,name,picture_url,host_name,host_since,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
750778403926340087,https://www.airbnb.com/rooms/750778403926340087,Luxurious apartment with garden in Amsterdam!,https://a0.muscache.com/pictures/miso/Hosting-750778403926340087/original/5c87fd0f-c5ec-4806-b6ab-d3cde3efe758.jpeg,Marisca,2014-08-19,f,t,De Baarsjes - Oud-West,52.37056,4.85155,Entire condo,Entire home/apt,3,$246.00,5,0,,,,,,,
751147690607546517,https://www.airbnb.com/rooms/751147690607546517,Unieke Historische Woonboot In Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-751147690607546517/original/e29c45cc-31b9-4ade-8bb9-54096d039257.jpeg,Bas En Barbara,2012-06-29,f,t,Oostelijk Havengebied - Indische Buurt,52.3704349,4.940163100000000,Private room in boat,Private room,2,$163.00,2,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0
751178095026844016,https://www.airbnb.com/rooms/751178095026844016,Cosy Canal Houseboat,https://a0.muscache.com/pictures/miso/Hosting-751178095026844016/original/ff9c3f0b-fcff-45ee-9835-c4a32de4b176.png,Nico En Vivian,2016-01-31,f,f,De Baarsjes - Oud-West,52.37062,4.8723,Houseboat,Entire home/apt,2,$211.00,1,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
751353719103427813,https://www.airbnb.com/rooms/751353719103427813,Nieuw gerenoveerd appartement in Rivierenbuurt,https://a0.muscache.com/pictures/miso/Hosting-751353719103427813/original/5e7c23a4-c02c-4ca6-8f44-032149411613.jpeg,June,2014-06-24,f,t,De Pijp - Rivierenbuurt,52.34747,4.90055,Entire condo,Entire home/apt,2,$156.00,4,0,,,,,,,
751390043684903451,https://www.airbnb.com/rooms/751390043684903451,Amsterdams very own pied-à-terre of your dreams,https://a0.muscache.com/pictures/miso/Hosting-751390043684903451/original/33b4b568-95a6-4006-a39b-1dc70ba4fcfa.jpeg,David,2011-11-08,f,t,De Baarsjes - Oud-West,52.371152451931000,4.858846887396230,Entire loft,Entire home/apt,2,$292.00,4,3,5.0,5.0,5.0,5.0,5.0,4.67,4.67
751422802155033419,https://www.airbnb.com/rooms/751422802155033419,Charmant one bedroom flat near Vondelpark,https://a0.muscache.com/pictures/miso/Hosting-751422802155033419/original/d5a878b4-7973-4dae-b7c1-b245f9fe667e.jpeg,Charles,2014-05-15,f,f,De Baarsjes - Oud-West,52.36392411201770,4.8647625650817700,Entire rental unit,Entire home/apt,2,$195.00,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
751449273908289610,https://www.airbnb.com/rooms/751449273908289610,Bright and spacious apartment in Amsterdam centre,https://a0.muscache.com/pictures/miso/Hosting-751449273908289610/original/c069888f-3ed4-4bfa-b3a3-66ed1e32686d.jpeg,Hendrik,2019-07-23,f,t,Oud-Oost,52.357138856768800,4.911019564405170,Entire condo,Entire home/apt,2,$160.00,2,0,,,,,,,
751462460675817260,https://www.airbnb.com/rooms/751462460675817260,Cozy 2-bedroom B&B near Rembrandt- and Vondelpark,https://a0.muscache.com/pictures/miso/Hosting-751462460675817260/original/e997ca6a-7a65-4b47-9025-ce4af31f4905.jpeg,Matthijs,2018-10-31,f,t,Zuid,52.35153,4.85084,Private room in bed and breakfast,Private room,4,$90.00,1,3,4.0,3.67,2.67,5.0,4.67,4.67,3.67
751544609103035523,https://www.airbnb.com/rooms/751544609103035523,New Design Canal Home,https://a0.muscache.com/pictures/miso/Hosting-751544609103035523/original/14263ac5-60b4-4687-b785-b681b183b442.jpeg,Cornelia,2022-09-26,f,t,Centrum-West,52.37693,4.88835,Entire home,Entire home/apt,4,$414.00,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
751567239237328887,https://www.airbnb.com/rooms/751567239237328887,Eco floating home in Amsterdam Noord,https://a0.muscache.com/pictures/miso/Hosting-751567239237328887/original/c4a9e936-e677-4f71-aee2-67f25fe3d10d.jpeg,Co,2013-05-05,f,t,Oud-Noord,52.39444757029870,4.90606068042601,Houseboat,Entire home/apt,2,$300.00,4,0,,,,,,,
751807780213656243,https://www.airbnb.com/rooms/751807780213656243,"Amsterdam, New Big Room,Center close, Free Parking",https://a0.muscache.com/pictures/miso/Hosting-751807780213656243/original/4e4399f7-fb36-4073-9b44-d4b3b2c21fff.jpeg,Marina,2015-03-22,f,f,Osdorp,52.35272,4.79574,Private room in bed and breakfast,Private room,2,$134.00,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
751939758398042216,https://www.airbnb.com/rooms/751939758398042216,City centre historical apartment with balcony,https://a0.muscache.com/pictures/miso/Hosting-751939758398042216/original/df5935e0-e416-41cf-972b-af518bfe489d.jpeg,Ewoud,2022-09-27,f,t,Centrum-Oost,52.36998,4.90958,Entire condo,Entire home/apt,2,$200.00,1,3,4.67,5.0,4.33,5.0,5.0,5.0,4.67
751984901489308652,https://www.airbnb.com/rooms/751984901489308652,Quiet 1 bedroom apt with skylight & outdoor deck,https://a0.muscache.com/pictures/miso/Hosting-751984901489308652/original/218aa84d-72ad-45f4-b0da-3a32ba6f434d.jpeg,Scott,2018-10-10,f,t,De Baarsjes - Oud-West,52.36341,4.8561,Entire rental unit,Entire home/apt,2,$125.00,1,0,,,,,,,
752036797508194622,https://www.airbnb.com/rooms/752036797508194622,Loft appartement vlak bij Ten Kate markt en hallen,https://a0.muscache.com/pictures/miso/Hosting-752036797508194622/original/5174dc4c-c359-46c3-89b4-b7cfa26cbfc9.jpeg,Aaron,2018-12-12,f,t,De Baarsjes - Oud-West,52.36494,4.86621,Entire condo,Entire home/apt,2,$199.00,2,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5
752053348998334764,https://www.airbnb.com/rooms/752053348998334764,Small studio on an original Amsterdam houseboat.,https://a0.muscache.com/pictures/miso/Hosting-752053348998334764/original/6056ed56-5a5c-46a1-b101-51801d482ee7.jpeg,Ted,2016-06-11,f,f,Centrum-West,52.38012520660600,4.88981223533185,Private room in boat,Private room,2,$140.00,2,0,,,,,,,
752166367025306349,https://www.airbnb.com/rooms/752166367025306349,"Nice penthouse, on the canal in the City centre!",https://a0.muscache.com/pictures/miso/Hosting-752166367025306349/original/59065492-6e70-4341-8c1d-4a9fa72b5aee.jpeg,Nanette,2022-03-31,f,f,Centrum-West,52.3684606,4.881745900000000,Private room in loft,Private room,2,$198.00,3,2,4.0,4.5,5.0,5.0,5.0,4.5,5.0
752226016209869809,https://www.airbnb.com/rooms/752226016209869809,3-Bedroom family place in museum district,https://a0.muscache.com/pictures/1324b9d5-4b00-4dab-acc3-6deb99d7e025.jpg,Selma,2013-08-06,f,t,Zuid,52.35405724522500,4.879928647762270,Entire condo,Entire home/apt,5,$300.00,9,0,,,,,,,
752654003724057899,https://www.airbnb.com/rooms/752654003724057899,5-bedroom luxury townhouse with amenities,https://a0.muscache.com/pictures/miso/Hosting-752654003724057899/original/5ff8604c-fae7-4bd8-93b3-32833623f981.jpeg,Michael,2013-05-29,f,t,Zuid,52.35031,4.88238,Entire townhouse,Entire home/apt,4,"$1,450.00",4,0,,,,,,,
752862294766325258,https://www.airbnb.com/rooms/752862294766325258,Prachtig modern familiehuis,https://a0.muscache.com/pictures/miso/Hosting-752862294766325258/original/88408e50-4d0f-4041-9974-32297d2683ef.jpeg,Nina,2014-07-31,f,t,Noord-West,52.4100562,4.8891054,Entire townhouse,Entire home/apt,4,$210.00,3,0,,,,,,,
752878318323772380,https://www.airbnb.com/rooms/752878318323772380,Luxe studio 15 minuten fietsen naar de binnenstad,https://a0.muscache.com/pictures/miso/Hosting-752878318323772380/original/0ea14e75-a4f1-4460-99d5-5d24aa88c75d.jpeg,Desiree,2017-03-01,f,t,Westerpark,52.3949848,4.8776438,Entire condo,Entire home/apt,2,$240.00,5,0,,,,,,,
752910050509942339,https://www.airbnb.com/rooms/752910050509942339,Luxury Canal Home,https://a0.muscache.com/pictures/miso/Hosting-752910050509942339/original/1277985b-33ec-4aa1-b3d5-21e1a57abe6f.jpeg,Heleen,2019-09-20,t,t,Centrum-West,52.37394,4.8836,Entire home,Entire home/apt,4,$407.00,2,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0
753365989842745115,https://www.airbnb.com/rooms/753365989842745115,Beautiful Two Bedroom Apartment In Hip De Pijp,https://a0.muscache.com/pictures/miso/Hosting-753365989842745115/original/764acbd2-dd0f-4c72-ade8-2c2decdccd0f.jpeg,Alexis,2013-11-02,f,t,De Pijp - Rivierenbuurt,52.35545,4.90162,Entire rental unit,Entire home/apt,4,$308.00,1,0,,,,,,,
753385103152746724,https://www.airbnb.com/rooms/753385103152746724,Lovely 3 bedroom vacation home - Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-753385103152746724/original/1ed4cc90-cc9f-4f62-971c-07367b824dbe.jpeg,David,2022-11-05,f,t,Geuzenveld - Slotermeer,52.38227,4.79771,Entire vacation home,Entire home/apt,6,$500.00,3,0,,,,,,,
753412104180132536,https://www.airbnb.com/rooms/753412104180132536,Spacious & Hip Split level Apartment (4 guests),https://a0.muscache.com/pictures/miso/Hosting-753412104180132536/original/4ad87d98-01e1-4d02-8c98-642fcf8ab666.jpeg,Peter,2017-07-29,t,t,Centrum-Oost,52.36326,4.90779,Entire condo,Entire home/apt,4,$267.00,2,0,,,,,,,
753415345732009247,https://www.airbnb.com/rooms/753415345732009247,Lovely 1 bedroom rental unit with garden,https://a0.muscache.com/pictures/miso/Hosting-753415345732009247/original/2bda2051-aa8a-4421-b883-9e69572821b3.jpeg,David,2022-11-05,f,t,Geuzenveld - Slotermeer,52.38256,4.79575,Private room in rental unit,Private room,2,$180.00,3,0,,,,,,,
753418836217925234,https://www.airbnb.com/rooms/753418836217925234,Beautiful home in Amsterdam Oud Zuid,https://a0.muscache.com/pictures/miso/Hosting-753418836217925234/original/c5392058-ee4f-4d17-87ec-6acfe66d9d96.jpeg,Bart,2012-07-10,f,t,Zuid,52.351863193092,4.861715063452720,Entire condo,Entire home/apt,4,$600.00,3,0,,,,,,,
753427304899865280,https://www.airbnb.com/rooms/753427304899865280,"2 bedroom on the water, w/ rooftop terrace",https://a0.muscache.com/pictures/93eaf5e9-3c25-4b3c-8cf8-c7bc55213b2d.jpg,Peter,2015-12-25,f,t,Noord-West,52.41646,4.89957,Entire condo,Entire home/apt,4,$326.00,1,0,,,,,,,
753458348156906241,https://www.airbnb.com/rooms/753458348156906241,Unique Family Home in Amsterdam Zuid Museumsquare,https://a0.muscache.com/pictures/miso/Hosting-753458348156906241/original/42e946b2-f87e-4e26-ac23-6710774809a9.jpeg,Lea,2017-09-23,f,t,Zuid,52.3518973,4.8769975,Entire townhouse,Entire home/apt,4,$250.00,4,0,,,,,,,
753474881065044396,https://www.airbnb.com/rooms/753474881065044396,Amsterdam Twiske most beautyfull private room,https://a0.muscache.com/pictures/miso/Hosting-753474881065044396/original/20244248-6a09-4b7d-a119-d163f716c560.jpeg,Gert,2017-11-17,f,t,Noord-West,52.4212059,4.8994909,Private room in casa particular,Private room,2,$70.00,2,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0
753493591599289948,https://www.airbnb.com/rooms/753493591599289948,Spacious Canal Apartment in Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-753493591599289948/original/589389da-55d8-411c-9145-385e53c3b3a7.jpeg,Dg,2022-11-05,f,t,Noord-West,52.42461,4.88453,Entire condo,Entire home/apt,2,$139.00,2,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0
753603642407392907,https://www.airbnb.com/rooms/753603642407392907,Lovely 30 sqm private studio,https://a0.muscache.com/pictures/miso/Hosting-753603642407392907/original/da473bb0-bee6-423f-bb54-feb0c2f27e74.jpeg,Constantinos,2018-12-07,f,t,Bos en Lommer,52.3823,4.84768,Entire rental unit,Entire home/apt,4,$160.00,7,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0
754104348431414973,https://www.airbnb.com/rooms/754104348431414973,Picturesque 2  bedroom apartment central Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-754104348431414973/original/2f1da7f0-e325-4b44-a7d8-f607052ee5fd.jpeg,Richard,2022-11-06,f,t,Centrum-West,52.38403426970320,4.883824122451090,Entire rental unit,Entire home/apt,4,$300.00,1,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5
754170950881972689,https://www.airbnb.com/rooms/754170950881972689,3 floor apartment Red light district,https://a0.muscache.com/pictures/miso/Hosting-754170950881972689/original/d6affb54-38db-4dc7-bcfa-abecbdfde3b0.jpeg,Camille,2015-05-13,f,t,Centrum-West,52.37376,4.89862,Entire loft,Entire home/apt,4,$560.00,1,0,,,,,,,
754185812928210640,https://www.airbnb.com/rooms/754185812928210640,Unique Apartment in Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-754185812928210640/original/dc912bc6-ef4a-42bb-af26-551eac61a421.jpeg,Pien,2018-02-19,f,t,De Baarsjes - Oud-West,52.3696485,4.874173,Entire condo,Entire home/apt,4,$403.00,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
754199939661853856,https://www.airbnb.com/rooms/754199939661853856,Perfect apartment for a longer stay in Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-754199939661853856/original/7aced9e2-13e1-4940-930a-1fb8acf3f4bf.jpeg,Gijs,2014-10-19,f,t,Centrum-Oost,52.368618,4.9256707,Entire condo,Entire home/apt,2,$160.00,6,0,,,,,,,
754221455672457031,https://www.airbnb.com/rooms/754221455672457031,Lovely 2 bedroom apt. in the middle of Jordaan,https://a0.muscache.com/pictures/miso/Hosting-754221455672457031/original/5127d920-3619-4c02-aaad-550a089e68ce.jpeg,Carolina,2014-02-23,f,t,Centrum-West,52.37619,4.88164,Entire condo,Entire home/apt,4,$310.00,4,0,,,,,,,
754317346383804522,https://www.airbnb.com/rooms/754317346383804522,Lovely one-bedroom apartment with roof terrace,https://a0.muscache.com/pictures/1bbd8a33-a49b-45b3-b54b-d407bbc15672.jpg,David,2016-06-04,f,t,Zuid,52.3439264,4.864014400000000,Entire rental unit,Entire home/apt,2,$200.00,10,0,,,,,,,
754364371538588510,https://www.airbnb.com/rooms/754364371538588510,Gezellig appartement in Amsterdam-Oost,https://a0.muscache.com/pictures/miso/Hosting-754364371538588510/original/c9d38512-3447-47b0-8d42-92bf408e124d.jpeg,Louk,2017-01-06,f,t,Oostelijk Havengebied - Indische Buurt,52.3632,4.93325,Entire condo,Entire home/apt,2,$350.00,2,0,,,,,,,
754753020187353262,https://www.airbnb.com/rooms/754753020187353262,Spacious 3 bed family home with garden in AMS-Zuid,https://a0.muscache.com/pictures/99d11384-4973-4d2d-b130-f077698ebbf6.jpg,Elody,2013-01-24,f,t,Zuid,52.34503,4.86711,Entire condo,Entire home/apt,4,$338.00,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0
754777989405027497,https://www.airbnb.com/rooms/754777989405027497,Luxury 2 bed Museum Quarter Roof Terrace (4ppl),https://a0.muscache.com/pictures/miso/Hosting-754777989405027497/original/5de0a82e-f72a-4d3a-aeaa-934d4952edd0.jpeg,Richard,2022-11-07,f,t,Zuid,52.355126474829700,4.869122518470030,Entire rental unit,Entire home/apt,4,$359.00,1,0,,,,,,,
754788261419601327,https://www.airbnb.com/rooms/754788261419601327,"High-end, cosy place in the center",https://a0.muscache.com/pictures/miso/Hosting-754788261419601327/original/7a674a3d-d4de-4c5d-9737-4646fb18ec36.jpeg,Franck,2016-05-08,f,t,Centrum-Oost,52.36163,4.91068,Entire condo,Entire home/apt,4,$200.00,2,0,,,,,,,
754798682380594597,https://www.airbnb.com/rooms/754798682380594597,Spacious 2 BR appartment with wrap-around balcony,https://a0.muscache.com/pictures/miso/Hosting-754798682380594597/original/cf0c171c-3fe1-42f5-9d73-d57e9842202a.jpeg,Evert-Anthony,2013-05-12,f,t,De Pijp - Rivierenbuurt,52.3449946862934,4.90071782698366,Entire condo,Entire home/apt,4,$250.00,9,0,,,,,,,
754893907830443421,https://www.airbnb.com/rooms/754893907830443421,Spacious and sunny apartment with balcony,https://a0.muscache.com/pictures/miso/Hosting-754893907830443421/original/38ba394e-9e58-45cc-b65d-a3bc5b56b628.jpeg,Michiel,2022-11-07,f,f,Oostelijk Havengebied - Indische Buurt,52.361862372509600,4.941841415575560,Entire condo,Entire home/apt,2,$199.00,2,0,,,,,,,
754922381861153206,https://www.airbnb.com/rooms/754922381861153206,sea view modern flat-double room,https://a0.muscache.com/pictures/afd0d4b0-094f-4ac4-8f03-0b2b95098a1e.jpg,Mohamed,2020-07-28,f,t,IJburg - Zeeburgereiland,52.36037546948110,4.987095250796190,Private room in rental unit,Private room,2,$53.00,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
754932736455869777,https://www.airbnb.com/rooms/754932736455869777,Perfect 1-bedroom apartment with hot tub.,https://a0.muscache.com/pictures/miso/Hosting-754932736455869777/original/736b7176-e810-481e-8f59-b95501231d17.jpeg,Jorge,2015-12-26,f,t,Buitenveldert - Zuidas,52.337667878662700,4.869855773628300,Entire rental unit,Entire home/apt,3,$129.00,1,0,,,,,,,
754948255469827322,https://www.airbnb.com/rooms/754948255469827322,Big Comfortable Apartment in Shopping district 2BR,https://a0.muscache.com/pictures/miso/Hosting-754948255469827322/original/5566df98-2917-48c6-bb2b-6ad284a800a9.jpeg,Job,2015-06-04,f,t,Watergraafsmeer,52.35559,4.93077,Entire condo,Entire home/apt,3,$299.00,10,0,,,,,,,
755044381108515735,https://www.airbnb.com/rooms/755044381108515735,Private Room for 6 Persons Amsterdam.,https://a0.muscache.com/pictures/miso/Hosting-755044381108515735/original/d9176642-2d1e-484b-8804-fa6bcfd3556e.jpeg,Akhmad,2022-11-07,f,t,Oud-Noord,52.38402,4.92307,Room in hotel,Private room,6,$86.00,1,0,,,,,,,
755044548437338864,https://www.airbnb.com/rooms/755044548437338864,Private Room For 6 Persons Amsterdam,https://a0.muscache.com/pictures/miso/Hosting-755044548437338864/original/c3d9cb51-24e4-427d-ba8a-47a071192a89.jpeg,Akhmad,2022-11-07,f,t,Oud-Noord,52.38435,4.92346,Private room in hostel,Private room,6,$107.00,1,0,,,,,,,
755056608857881953,https://www.airbnb.com/rooms/755056608857881953,Family house @industrial wharf area Amsterdam!,https://a0.muscache.com/pictures/miso/Hosting-755056608857881953/original/3159a497-b669-491e-b2fb-be3954e81358.jpeg,Julie,2013-07-04,f,t,Noord-West,52.40482,4.90052,Entire townhouse,Entire home/apt,4,$220.00,2,0,,,,,,,
755073591306423734,https://www.airbnb.com/rooms/755073591306423734,Light renovated 80m2 apartment by Vondelpark,https://a0.muscache.com/pictures/49b7c5d9-87b5-4bdf-ba87-76729dfa2004.jpg,Tyrtza,2015-07-10,f,f,Zuid,52.35257,4.85631,Entire condo,Entire home/apt,2,$195.00,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
755079233536650492,https://www.airbnb.com/rooms/755079233536650492,Luxurious (!) bright apartment in hip neighborhood,https://a0.muscache.com/pictures/miso/Hosting-755079233536650492/original/c328c9cb-7f4c-4e08-a01f-fa1dce7b6e0a.jpeg,Anne,2016-04-30,f,t,Oostelijk Havengebied - Indische Buurt,52.36395930913920,4.935190354799530,Entire condo,Entire home/apt,2,$220.00,7,0,,,,,,,
755151417629379369,https://www.airbnb.com/rooms/755151417629379369,Romantic hidden gem (studio) overlooking canal,https://a0.muscache.com/pictures/miso/Hosting-755151417629379369/original/cefcefef-310c-482b-a9f0-539cee82c7bf.jpeg,Romina,2016-02-11,f,t,Centrum-Oost,52.3731865,4.90125,Entire condo,Entire home/apt,2,$158.00,4,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0
755182894779894526,https://www.airbnb.com/rooms/755182894779894526,Amazing 2 bedroom apartment - Central Amsterdam,https://a0.muscache.com/pictures/b1852aaa-8c5f-498b-b50a-6da3a3ad8266.jpg,Mirela,2019-05-09,f,t,Centrum-Oost,52.36456901916620,4.885218426967430,Entire condo,Entire home/apt,4,$299.00,14,0,,,,,,,
755615172161192515,https://www.airbnb.com/rooms/755615172161192515,Cozy apartment in quiet neighborhood near center,https://a0.muscache.com/pictures/miso/Hosting-755615172161192515/original/2db6c142-3cb3-414c-9500-57d5426b1be3.jpeg,Justin,2014-06-23,f,t,Westerpark,52.38146178578900,4.867811806326080,Entire rental unit,Entire home/apt,2,$120.00,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
755799021624431519,https://www.airbnb.com/rooms/755799021624431519,Spacious House on Cozy Market in Oud-West,https://a0.muscache.com/pictures/miso/Hosting-755799021624431519/original/386e816b-ab31-47e0-973b-63a82746ae69.jpeg,Hedwig En Max,2022-01-10,f,t,De Baarsjes - Oud-West,52.366726,4.86723,Entire condo,Entire home/apt,2,$220.00,1,0,,,,,,,
755838027678814630,https://www.airbnb.com/rooms/755838027678814630,"Gerenoveerd, zeer ruim appartement",https://a0.muscache.com/pictures/miso/Hosting-755838027678814630/original/27cddcb2-4f89-406f-b56c-74f33304bf37.jpeg,Brenda,2021-09-04,f,f,Oud-Oost,52.35142938317430,4.91812874034902,Entire condo,Entire home/apt,2,$256.00,1,0,,,,,,,
756371354071896609,https://www.airbnb.com/rooms/756371354071896609,High-end Oosterparkview villa with private garden,https://a0.muscache.com/pictures/miso/Hosting-756371354071896609/original/f47439e8-60cb-4415-be46-1665570a7d1a.jpeg,Tom,2016-09-02,f,t,Oud-Oost,52.35993,4.92418,Entire condo,Entire home/apt,4,$324.00,6,0,,,,,,,
756534790575857345,https://www.airbnb.com/rooms/756534790575857345,Boutique Loger in the Jordaan,https://a0.muscache.com/pictures/miso/Hosting-756534790575857345/original/ddcbddd4-0208-45b8-8a7a-6cde65bab20c.jpeg,Dirk,2015-10-15,f,t,Centrum-West,52.3768659,4.8816214,Entire condo,Entire home/apt,4,$400.00,2,0,,,,,,,
756545316396225789,https://www.airbnb.com/rooms/756545316396225789,Family house with garden and free parking,https://a0.muscache.com/pictures/miso/Hosting-756545316396225789/original/cd4815a6-0f36-4ce9-a976-07e5370bd37b.jpeg,Job,2012-12-19,f,t,Gaasperdam - Driemond,52.3048379,4.967223500000000,Entire townhouse,Entire home/apt,4,$128.00,4,0,,,,,,,
756574234854049966,https://www.airbnb.com/rooms/756574234854049966,"3 bedroom apartment in De pijp, Amsterdam",https://a0.muscache.com/pictures/5b9abac7-45ba-47cc-aeb0-6c2f51ddf083.jpg,Alan,2011-08-26,f,f,De Pijp - Rivierenbuurt,52.35838,4.89021,Entire condo,Entire home/apt,4,$270.00,3,0,,,,,,,
757041771155142036,https://www.airbnb.com/rooms/757041771155142036,Entire apartment located in a hip & central area,https://a0.muscache.com/pictures/81f7486c-6bb7-47ca-beaf-698a8edbbd1c.jpg,Marlieke,2022-11-10,f,t,Oud-Oost,52.357836601805900,4.919517556374840,Entire condo,Entire home/apt,2,$138.00,2,0,,,,,,,
757084704126617835,https://www.airbnb.com/rooms/757084704126617835,Cosy and bright apartment in the center of AMS,https://a0.muscache.com/pictures/miso/Hosting-757084704126617835/original/b6cfa8f7-0cd3-423f-9f76-4714dfd6213a.jpeg,Roderic,2016-05-10,f,t,Centrum-Oost,52.36703,4.90808,Entire condo,Entire home/apt,2,$160.00,2,0,,,,,,,
757186207813092480,https://www.airbnb.com/rooms/757186207813092480,Artsy Apartment in Amsterdam Centre + Roof terrace,https://a0.muscache.com/pictures/miso/Hosting-757186207813092480/original/39e57dec-18f5-43a3-944a-0e4d45003d1d.jpeg,Romina,2018-06-13,f,t,Centrum-Oost,52.37006392638500,4.929541087026950,Entire condo,Entire home/apt,4,$500.00,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
757287353115766784,https://www.airbnb.com/rooms/757287353115766784,Unique apartment in the Baarsjes,https://a0.muscache.com/pictures/miso/Hosting-757287353115766784/original/70225f12-caae-4b7e-87e8-77002cbc255c.jpeg,Jurriaan,2016-02-29,f,t,De Baarsjes - Oud-West,52.37043,4.85849,Entire condo,Entire home/apt,2,$200.00,1,0,,,,,,,
757643646389186743,https://www.airbnb.com/rooms/757643646389186743,Hip stylish one-bedroom apartment Amsterdam South,https://a0.muscache.com/pictures/miso/Hosting-757643646389186743/original/e6145ef0-5da5-40a7-ad18-dc5ce85e7136.jpeg,Babette,2013-01-13,f,t,Zuid,52.3561604,4.850090500000000,Entire condo,Entire home/apt,2,$200.00,3,0,,,,,,,
757658296074856670,https://www.airbnb.com/rooms/757658296074856670,Gezellige woning met open haard en een mooie tuin.,https://a0.muscache.com/pictures/miso/Hosting-757658296074856670/original/c8cad757-733e-447c-8140-2588056a1c11.jpeg,Sanne,2013-10-23,f,t,Westerpark,52.3760044,4.876088700000000,Private room in townhouse,Private room,3,$215.00,2,0,,,,,,,
757676612760581886,https://www.airbnb.com/rooms/757676612760581886,Appartement in Stadsdeel Zuid — Pijp,https://a0.muscache.com/pictures/f9aa1a88-2d55-49ee-8539-078cee437eba.jpg,Sophie,2016-01-01,f,t,De Pijp - Rivierenbuurt,52.354643281301100,4.891075263919780,Entire condo,Entire home/apt,4,$350.00,7,0,,,,,,,
757694484999662077,https://www.airbnb.com/rooms/757694484999662077,Prachtige luxeappartement,https://a0.muscache.com/pictures/10df5583-5b24-4c3d-b25a-4fed7e232b79.jpg,Emel,2016-08-27,f,t,Osdorp,52.35056636802560,4.797860293774230,Entire condo,Entire home/apt,4,$231.00,2,0,,,,,,,
757737985479778830,https://www.airbnb.com/rooms/757737985479778830,Completely newly 3-storey house in Amsterdam,https://a0.muscache.com/pictures/prohost-api/Hosting-757737985479778830/original/b1ec458f-ddd6-425f-9aaa-59997b116dae.jpeg,Jay,2022-11-10,f,f,Oud-Oost,52.35108355044380,4.912619840511900,Entire home,Entire home/apt,8,$630.00,5,0,,,,,,,
757761784584902413,https://www.airbnb.com/rooms/757761784584902413,Stylish & light appartment alongside Westerpark,https://a0.muscache.com/pictures/miso/Hosting-757761784584902413/original/929c8b0c-9a6f-4ae1-83af-20eb376a5f40.jpeg,Tim,2021-08-30,f,t,Bos en Lommer,52.383217752114900,4.85548802106917,Entire condo,Entire home/apt,2,$321.00,2,0,,,,,,,
757890774314293031,https://www.airbnb.com/rooms/757890774314293031,Lovely & calm apartment in trendy east Amsterdam.,https://a0.muscache.com/pictures/miso/Hosting-757890774314293031/original/df0eb5b9-1e38-4523-9182-b9e0a1de2077.jpeg,Susan,2016-02-21,f,t,Oud-Oost,52.35534397855470,4.922094248862780,Entire condo,Entire home/apt,2,$164.00,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0
758410568879385541,https://www.airbnb.com/rooms/758410568879385541,Modern appartement in Amsterdam oost,https://a0.muscache.com/pictures/miso/Hosting-758410568879385541/original/2e2681cd-7d43-4b89-a95a-705a1265987a.jpeg,Eelke,2012-03-04,f,t,Oud-Oost,52.36154,4.92664,Entire condo,Entire home/apt,3,$145.00,20,0,,,,,,,
758605633450492109,https://www.airbnb.com/rooms/758605633450492109,Light and spacious loft with balcony,https://a0.muscache.com/pictures/miso/Hosting-758605633450492109/original/48cc1d75-9129-48b0-bbd5-96717bb2f9f4.jpeg,Lodewijk,2014-07-07,f,t,Oostelijk Havengebied - Indische Buurt,52.363949603035600,4.938892082583570,Entire loft,Entire home/apt,2,$112.00,2,0,,,,,,,
758686048739382060,https://www.airbnb.com/rooms/758686048739382060,Vrolikstraat Inn: For Two,https://a0.muscache.com/pictures/miso/Hosting-758686048739382060/original/ed86ef3c-57ce-47fb-8795-fe364be0eef9.jpeg,Jan,2017-04-12,t,t,Oud-Oost,52.3570266,4.9215425,Private room in condo,Private room,2,$78.00,1,3,5.0,5.0,5.0,5.0,5.0,4.67,4.67
