address,id,lat,lng,location,name,subCategory,details,reviews
,89620,48.872456928299,2.3895153387652,Paris,Rue Des Cascades,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=89620,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89620
Parc de Belleville,91581,48.871457291022,2.3852923543221,Paris,Belvédère de Belleville,Scenic Lookout,http://tour-pedia.org/api/getPlaceDetails?id=91581,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91581
Jardin des Plantes,86040,48.843190805568,2.3633903853529,Paris,Galerie de Paléontologie et d'Anatomie comparée,Science Museum,http://tour-pedia.org/api/getPlaceDetails?id=86040,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86040
Cité des Sciences et de l'industrie,86207,48.895850839822,2.3937193368112,Paris,Carrefour Numérique,Science Museum,http://tour-pedia.org/api/getPlaceDetails?id=86207,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86207
Parc du Champs de Mars,86417,48.853435048316,2.3019576072693,Paris,Mur de la Paix,Sculpture Garden,http://tour-pedia.org/api/getPlaceDetails?id=86417,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86417
place du Général Catroux,87230,48.882937935059,2.3079776700711,Paris,statue d'Artagnan,Sculpture Garden,http://tour-pedia.org/api/getPlaceDetails?id=87230,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87230
Place Clémenceau,89165,48.867602910955,2.3133433907506,Paris,Statue Charles de Gaulle,Sculpture Garden,http://tour-pedia.org/api/getPlaceDetails?id=89165,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89165
,89940,48.840904743851,2.3365502945051,Paris,Fontaine de l'Observatoire,Sculpture Garden,http://tour-pedia.org/api/getPlaceDetails?id=89940,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89940
,86254,48.837068930985,2.379156843786,Paris,Skatepark De Bercy,Skate Park,http://tour-pedia.org/api/getPlaceDetails?id=86254,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86254
7 Avenue Paul Appell,83767,48.821367207266,2.327362464118,Paris,Centre Sportif Elisabeth,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=83767,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83767
3 avenue Maurice d'Ocagne,87561,48.823564712927,2.3143815994263,Paris,Centre Sportif Jules Noël,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=87561,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87561
,87881,48.87006188313,2.2439733236275,Paris,Plaine De Jeux De Bagatelle,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=87881,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87881
,88874,48.830216456236,2.4458317981736,Paris,Bois de Vincennes - Terrain de foot plaine Saint Hubert,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=88874,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88874
Route de la Faluère,89923,48.830359484084,2.4419903755188,Paris,Plaine de jeux du Polygone,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=89923,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89923
,89972,48.896301689729,2.3625704814482,Paris,Le Five Porte de la Chapelle,Soccer Field,http://tour-pedia.org/api/getPlaceDetails?id=89972,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89972
Ile de puteaux,84978,48.87451325313,2.2440664706762,Paris,parc interdepartemental,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=84978,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=84978
81 Boulevard Masséna,86351,48.819236487924,2.3662637993933,Paris,Stade Georges Carpentier,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=86351,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86351
,86940,48.833451405579,2.4443475184089,Paris,Terrains du Polygone,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=86940,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86940
15 rue de la nouvelle-calédonie,87121,48.838916268619,2.4113393852974,Paris,Stade Paul Valéry,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=87121,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87121
Rue Du Docteur Déjerine,91887,48.856226837486,2.4119095148787,Paris,Stade Déjerine,Soccer Stadium,http://tour-pedia.org/api/getPlaceDetails?id=91887,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91887
157 rue de la Pompe,88536,48.869319976254,2.2821297999029,Paris,Club 157,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=88536,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88536
,89411,48.847005789264,2.4146480018189,Paris,New York,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=89411,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89411
19 Rue Émile Augier,89497,48.883154137241,2.401389913499,Paris,PureAgency Lounge,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=89497,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89497
,90009,48.839714,2.360116,Paris,Chez Ninette,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90009,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90009
,90059,48.863239133801,2.4011849819009,Paris,Reg's Bar,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90059,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90059
,90172,48.886636269155,2.3504592376162,Paris,Chez Les Chabigneront,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90172,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90172
,90344,48.826502,2.417474,Paris,Craki,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90344,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90344
8 Rue Orfila,90462,48.865543,2.395182,Paris,8 Rue Orfila,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90462,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90462
,90682,48.88534778148,2.3264019721063,Paris,La Begood House,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90682,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90682
,90683,48.836152712676,2.4073280536011,Paris,Palais Doré,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90683,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90683
50 Rue Sauffroy,90879,48.89247969127,2.3218703269959,Paris,TiKris's,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=90879,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90879
115 Rue D Alesia,91013,48.828613,2.32354,Paris,Fef's Smart Place,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91013,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91013
,91300,48.892335,2.321751,Paris,Chez Papaz,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91300,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91300
,91360,48.873806049903,2.2843485677604,Paris,Poca's Mansion,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91360,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91360
,91419,48.826201016782,2.3599357913486,Paris,Toll Biac,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91419
,91454,48.838185,2.421479,Paris,Antoine's Home,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91454,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91454
,91528,48.843939171601,2.2827973468166,Paris,Le Goulag II,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91528,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91528
,91542,48.853039,2.398402,Paris,La Ferronnerie,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91542,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91542
,91595,48.836443764163,2.3987831529172,Paris,le Manoir,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91595,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91595
,91607,48.838345,2.30815,Paris,La Maison Close Du 15 - Downtown,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91607,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91607
,91613,48.894959909482,2.3323091159068,Paris,RoadHouse,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91613,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91613
2,91872,48.839998124573,2.4130008799139,Paris,Clairette,Speakeasy,http://tour-pedia.org/api/getPlaceDetails?id=91872,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91872
12 Passage de Gergovie,83519,48.834138095318,2.3116778107048,Paris,Plaisance Prayer Room (Mosque),Spiritual Center,http://tour-pedia.org/api/getPlaceDetails?id=83519,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83519
7 rue Marie Rose,83545,48.826118210696,2.3290006973859,Paris,Chapelle des Franciscains,Spiritual Center,http://tour-pedia.org/api/getPlaceDetails?id=83545,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83545
