address,id,lat,lng,location,name,,,
8-9 Hoxton Sq,52116,51.52772952781,-0.081775188446045,London,Happiness Forgets,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=52116,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=52116
,52438,51.457966,-0.305278,London,Coco's,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=52438,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=52438
,53607,51.42716677,-0.2004620375,London,Barcia,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=53607,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=53607
47-77 Retford Rd,55781,51.6015387,0.2393733,London,Party Pit Gb,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=55781,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=55781
Engineers Way,58353,51.55856471,-0.28078646,London,Pimms Summer Party Stand,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=58353,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58353
,58563,51.480246,-0.19215,London,Kona Kai,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=58563,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=58563
33 Caledonian Rd,59014,51.532111025474,-0.12067823643388,London,Be At One,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=59014,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=59014
77 West St.,59379,51.514645053794,-0.30199527740479,London,Revolution,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=59379,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=59379
86 Queensway,60277,51.417100723454,-0.18782250051337,London,The Beachcomber,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=60277,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=60277
68 Atlantic Rd,60776,51.461051,-0.111251,London,Kaff Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=60776,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=60776
25 Canonbury Lane,61643,51.543146,-0.102829,London,The Four Sisters,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=61643,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=61643
103 Walton Street,61966,51.494091,-0.167776,London,Zefi,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=61966,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=61966
,63168,51.489179,-0.28034,London,Buchanan Mansions,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=63168,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63168
,63231,51.43461797694,-0.12823461721375,London,The High,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=63231,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63231
5 Clipstone St.,63325,51.520848128336,-0.14234894565663,London,The Lucky Pig Cocktail Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=63325,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63325
224 Shaftesbury Ave.,64530,51.51650114166,-0.12602090835571,London,London Cocktail Club,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=64530,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64530
76 Stoke Newington Rd.,66115,51.552741996644,-0.074843799799284,London,Ruby's,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=66115,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66115
2 Stoke Newington Rd,66127,51.550773,-0.075037,London,Viva,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=66127,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66127
Wimbeldon,66340,51.414066955131,-0.17925430183427,London,Kochak'm Palace,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=66340,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66340
Chalk Hill Rd,66685,51.492329231212,-0.22046138660531,London,"Lounge Bar, Novotel",Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=66685,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66685
,66932,51.460157017164,-0.4482465237255,London,Absolut Vodka Tasting Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=66932,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66932
,67041,51.579196354006,-0.006323786883175,London,The Party Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=67041,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67041
22 Park Lane,67208,51.552617997525,-0.18657137071019,London,Galvin at Windows Bar (28 floor) at London Hilton Hotel,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=67208,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67208
123 Lordship Lane,67850,51.457000349852,-0.075440406541262,London,House of Tippler,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=67850,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67850
Rope Walk,68737,51.499202,-0.075613,London,Little Bird @ Maltby St,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=68737,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=68737
300 Kentish Town Rd.,69129,51.551109992431,-0.14067509452406,London,Shebeen,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=69129,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69129
,69818,51.503661551718,0.0039477031303355,London,Guanas,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=69818,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69818
Battersea Rise,69967,51.460536875026,-0.16748775828608,London,B@1,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=69967,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69967
,70116,51.469407923261,-0.36632537841797,London,Twentynine,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=70116,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=70116
Ripple Road,70595,51.532371240229,0.11695192907818,London,SIN- Ship & Shovel,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=70595,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=70595
,71115,51.420719146729,-0.20374634861946,London,The Prophecy,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=71115,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71115
Westfield Shopping Centre (1st Floor),71227,51.542832909885,-0.0074337291268819,London,Cafe Concerto,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=71227,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71227
"Brunel Museum, Railway Avenue",71366,51.501637,-0.052614,London,Midnight Apothecary,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=71366,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71366
,71738,51.408221600665,-0.015330880088675,London,Berry Do,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=71738,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71738
,71973,51.607490764257,0.095818729021232,London,Zigfrid Von Underbelly,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=71973,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71973
,72409,51.44911,0.0582,London,Pozza and Wozza,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=72409,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=72409
173 Brockley Rd,72414,51.464167884074,-0.036177635192871,London,Gulen's Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=72414,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=72414
38 Clapham High St,72719,51.464174568181,-0.13173937797546,London,Adventure Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=72719,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=72719
,72837,51.486770629883,0.090798549354076,London,The Hill,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=72837,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=72837
5 Fernlea Road,72969,51.442863,-0.149363,London,The 3 Monkeys Cocktail Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=72969,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=72969
29 Joel St,72996,51.601437407799,-0.40928177132982,London,WAX London,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=72996,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=72996
51-55 Bethnal Green Rd.,73220,51.524495375262,-0.072748033778479,London,UnderDog,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=73220,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=73220
29th Floor Millbank Tower,73308,51.56415706432,-0.38142422468377,London,Sky Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=73308,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=73308
,73583,51.548603130114,-0.1174114384712,London,Притон Тани,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=73583,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=73583
170,73969,51.497163,-0.222846,London,Smith's Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=73969,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=73969
6 Hollywood Rd,74058,51.485868977994,-0.18455165244656,London,Honky Tonk,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=74058,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74058
,74059,51.388194,-0.115084,London,Pelican Rum Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=74059,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74059
,74832,51.479818,0.01887,London,Fairbrass Towers,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=74832,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74832
,74861,51.460344,-0.177238,London,Jacksons,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=74861,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74861
Andaman Sea,74862,51.60563239805,-0.33746832171061,London,Roman's Yacht,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=74862,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74862
,74900,51.586417,-0.020049,London,Eagle Lounge,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=74900,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74900
,75134,51.433738708496,-0.15787380933762,London,mel and leighs magical mystery mansion,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=75134,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75134
56 Battersea Rise,75259,51.461014,-0.165724,London,Southsider,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=75259,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75259
42 DE BEAUVOIR ROAD,75375,51.351200630656,-0.120849609375,London,THE PLACE @ THE THEATRE HALL,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=75375,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75375
,75488,51.465234,-0.039056,London,Em's Brockley Manor,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=75488,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75488
,75556,51.460644,-0.216308,London,House Of Roxy,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=75556,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75556
,75942,51.498286228172,-0.23409304006825,London,Juniper Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=75942,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=75942
49 Hackney Rd.,76004,51.528184697244,-0.076040864944287,London,Looking Glass Cocktail Club,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=76004,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=76004
ME London,76098,51.511778429323,-0.11871984816296,London,Radio Rooftop Bar and Restaurant,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=76098,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=76098
106 Fordwych Road,76326,51.550824,-0.206506,London,John's Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=76326,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=76326
High Street,76379,51.594123,-0.38056,London,Vintage Cocktail Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=76379,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=76379
,76513,51.457127,-0.075599,London,House Of Tippler,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=76513,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=76513
,76794,51.342224449436,-0.12577690700016,London,Appotech,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=76794,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=76794
Battersea Rise,77305,51.461016294792,-0.16578120185551,London,Southsider Cocktail Club,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=77305,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=77305
,77644,51.616508,-0.190086,London,The Hirschkorns,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=77644,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=77644
"The Shard, St Thomas St,",78404,51.50433504533,-0.086345672607422,London,Oblix Lounge,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=78404,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=78404
66-68 Rivington St,78409,51.526137561838,-0.079463124275208,London,NOLA,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=78409,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=78409
22A Blenheim Grove,78495,51.469729568111,-0.070125380087068,London,Peckham Springs,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=78495,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=78495
,78593,51.497993764089,-0.081102533722056,London,214 Bermondsey,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=78593,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=78593
,78700,51.508573,-0.266097,London,Pärapersed Vaatan Eestlastega Eurovisiooni,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=78700,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=78700
Northcote Road,79244,51.460415197263,-0.16701223028186,London,Northcote Records,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79244,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79244
,79268,51.546944236746,-0.20118527865895,London,Home Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79268,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79268
141 Upper Richmond Rd.,79277,51.460653,-0.216223,London,House Of Roxy,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79277,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79277
46 De Beauvoir Crescent,79449,51.537059073087,-0.080939215677791,London,Ribeira,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79449,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79449
,79455,51.460697,-0.216135,London,House Of Roxy,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79455,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79455
,79534,51.444759368896,-0.15073609352112,London,Lost &  Found,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79534,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79534
,79626,51.43494,-0.21617,London,The Gallery,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79626,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79626
,79647,51.497951,-0.081374,London,214 Bermonsey,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79647,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79647
,79831,51.528773788954,0.074059181786902,London,Freedom Bar Soho,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=79831,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=79831
,80346,51.510497,-0.481366,London,A Bus Yard In West Drayton,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80346,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80346
,80366,51.459916646647,-0.44710651754923,London,Hennessy Tasting Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80366,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80366
,80763,51.528599,-0.356883,London,Bar Silver,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80763,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80763
,80786,51.47013,-0.45835,London,Belvedere Vodka Cocktails,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80786,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80786
,80869,51.498401233515,-0.069389635822363,London,Jim And Elaine's Place,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80869,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80869
,80887,51.464796,-0.214557,London,The Swift,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80887,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80887
,80888,51.471233,-0.355855,London,Lejer,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80888,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80888
,80956,51.409342,-0.29669,London,Ambar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80956,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80956
,80964,51.465139,-0.15796,London,Johnny Fly,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=80964,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=80964
,81088,51.538823,-0.456581,London,Imperial Residence,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=81088,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=81088
,81089,51.538855,-0.456556,London,Imperial Residence,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=81089,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=81089
Joel Street,81141,51.589225121408,-0.40756165148223,London,Arens Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=81141,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=81141
,81362,51.588944,-0.122835,London,The Cosmo Haze,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=81362,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=81362
,81528,51.456155,0.012553,London,The Retreat,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=81528,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=81528
,81571,51.52616,-0.454136,London,Winchesta Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=81571,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=81571
214 Bermondsey,82029,51.497969,-0.081167,London,214 Bermondsey,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=82029,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82029
161 Greenwich High Road,82036,51.477447,-0.014733,London,The Cooperage,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=82036,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82036
,82531,51.469917,-0.487244,London,BA First Class Lounge - Champagne Bar,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=82531,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82531
Moistville,82746,51.498833,-0.0534,London,Laras Fagina,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=82746,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82746
,82754,51.558885509533,-0.074279934613296,London,Dirty Little Secret,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=82754,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82754
,82870,51.505955,-0.006903,London,Daniel's apartment,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=82870,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=82870
,83180,51.520091866507,-0.011020235689994,London,wild bd Halloween,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=83180,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83180
77 Bedford Hill,83225,51.442793,-0.149388,London,Purl popup @ The Bedford,Cocktail Bar,http://tour-pedia.org/api/getPlaceDetails?id=83225,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83225
302 Creek Road,35437,51.481441,-0.0116311,London,Up the Creek,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=35437,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=35437
7 Devonshire Rd,38012,51.439532,-0.053649,London,The Hob,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=38012,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38012
185 Chiswick High Street,43428,51.492285,-0.25692,London,Headliners Comedy Club,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=43428,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=43428
,45804,51.425222,-0.218729,London,Haygarth 2nd Floor,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=45804,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=45804
,50190,51.405847208465,-0.2085998852869,London,The New Millar HQ!,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=50190,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=50190
,52341,51.539543,-0.310304,London,Toushan Point,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=52341,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=52341
,52909,51.6168,-0.16972,London,Carling Cup Shocker???,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=52909,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=52909
,56249,51.433994589784,-0.091782475848973,London,Nadineland,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=56249,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=56249
28 Winchester Rd,56598,51.456909249674,-0.32459784946698,London,Winchester Hall,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=56598,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=56598
The Avenue,57634,51.514253,-0.319232,London,The No5 Club,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=57634,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=57634
,59361,51.453201293945,0.18740057945251,London,Stannah S,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=59361,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=59361
,59627,51.437318926251,0.047147116395553,London,"Mottingham, yes with an M!",Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=59627,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=59627
323,62076,51.600372996143,-0.25162667322719,London,Sozun Bittigi Yer,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=62076,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62076
,62100,51.413005,-0.222395,London,How Quickly Will noel A Check In Here?,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=62100,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62100
Barrett Road,62198,51.58541415781,-0.004120096714062,London,That Poxy Substation,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=62198,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62198
Ruislip Golf Club,62439,51.570548198484,-0.4379940032959,London,Comedy Bunker,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=62439,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62439
,62450,51.487141483218,0.093359624202332,London,Christine's Corner,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=62450,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62450
,62788,51.367085694756,-0.12162950253337,London,Castle Riotous,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=62788,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62788
,62912,51.445568153386,0.0035910880140172,London,Casa Cartero,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=62912,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=62912
,63100,51.570524,-0.421567,London,The Moo Abode @ The Barn Hotel,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=63100,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63100
Bath Road,63663,51.495733339763,-0.25482564748326,London,Tabard Theatre,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=63663,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63663
,63867,51.484648935811,0.0034071959146748,London,Up The Creek,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=63867,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=63867
,64286,51.584526062012,-0.29752656817436,London,Beauty / Cosmetic,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=64286,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64286
443 New Cross Rd,64916,51.475676829398,-0.030234284448553,London,London Theatre New Cross,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=64916,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=64916
,65343,51.45164146341,-0.05716553058047,London,Julie Allen,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=65343,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=65343
,65525,51.408088684082,-0.28875827789307,London,mansao da cachaça,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=65525,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=65525
,65730,51.569371269834,-0.072336515848648,London,Stoke Newington Space Station,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=65730,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=65730
,66061,51.526807511469,-0.0077618869699953,London,LISPA,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=66061,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=66061
,67074,51.573187,-0.014833,London,Cartoon Network,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=67074,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67074
413 Green Lanes,67853,51.6203034,-0.1067424,London,Electric Mouse,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=67853,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=67853
,69657,51.52604,0.177155,London,Daa,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=69657,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=69657
38 Wellington St.,71358,51.489515530326,0.065901001723425,London,Woolwich Grand Theatre,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=71358,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71358
,71551,51.546909332275,-0.48030579090118,London,ΓΟΠ Τοπικη Uxbridge,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=71551,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=71551
,73075,51.496133,0.156463,London,PMSL!,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=73075,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=73075
Blake Ave,73226,51.532881,0.098771,London,Tash League,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=73226,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=73226
,74060,51.402897,-0.206739,London,Alex and Tayfun's,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=74060,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74060
,74285,51.555374145508,0.0053715500980616,London,Caribbean,Comedy Club,http://tour-pedia.org/api/getPlaceDetails?id=74285,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=74285
