address,name,id,lat,lng,location,subCategory,details,reviews
,Saigon Fast Food,106462,52.458675384521,13.38418006897,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=106462,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=106462
,Dr. Wok,100811,52.459136962891,13.322666168213,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=100811,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100811
Wilhelminenhifstr. 35,Tung 5 in 1,111150,52.461288,13.519332,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=111150,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=111150
,Asia Snack Thien Long,108417,52.461653660297,13.513773592659,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=108417,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=108417
"Baumschulenstraße 83, 12437 Berlin",Asia Snack,104273,52.462006297474,13.494494988536,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=104273,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=104273
Edisonstraße 62,Tokyo For You,111035,52.462906308513,13.513932795516,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=111035,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=111035
Schloßstr.15,Culina Asia,108317,52.463389166977,13.323536214219,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=108317,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=108317
,ASIA WOK,109014,52.464629584798,13.48595825498,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=109014,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=109014
,Vu - Viet Thai Küche,94498,52.467358092912,13.385617838629,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=94498,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=94498
,King Box,105427,52.46797,13.430734,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=105427,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=105427
Schöneberger Straße 7,Asia Imbiss im Kaufland Tempelhof,112950,52.468379974365,13.375960350037,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=112950,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=112950
,Asia Food,111044,52.469452386525,13.443208990318,Berlin,Asian Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=111044,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=111044
