amsterdam-attraction
address,id,lat,lng,location,name,subCategory,details,reviews
Donauweg 10,33735,52.394277,4.837126,Amsterdam,OORbit geluidsstudio,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33735,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33735
Erasmusgracht 24,33891,52.37685726331,4.8533656343922,Amsterdam,Augustina Kerk,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33891,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33891
Haarlemmerweg,33834,52.385312,4.850435,Amsterdam,In De Bajes,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33834,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33834
Hotelschool The Hague,33855,52.369192,4.843891,Amsterdam,Auditorium,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33855,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33855
Johan van Hasseltweg 4c,34779,52.385295042028,4.9298626184464,Amsterdam,LifeStylePress,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=34779,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=34779
"Kingsfordweg 151, Sloterdijk Teleport Towers,",33750,52.385753560748,4.8430318104528,Amsterdam,Regus,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33750,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33750
Kloveniersburgwal 50,34377,52.370329849308,4.8978829799841,Amsterdam,PhoneGap Day EU,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=34377,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=34377
Melis Stokehof 10-2,33587,52.377377402577,4.8116791248322,Amsterdam,Melis Smokehof,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33587,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33587
nieuwendammerkade 26,34782,52.390609,4.938147,Amsterdam,Tmc,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=34782,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=34782
Ookmeerweg,33434,52.359233930523,4.7762732975245,Amsterdam,Crematorium Westgaarde,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33434,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33434
Radarweg 29,33743,52.3903809,4.8392672,Amsterdam,Reed Elsevier - Herman Boerhaave Room,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33743,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33743
Sam van houtenstraat,33500,52.379423,4.799576,Amsterdam,Spirit,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33500,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33500
Willenbroekstraat 62,33569,52.34437732013,4.805641255298,Amsterdam,Igreja Cristã Maranata,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33569,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33569
,33561,52.358453821245,4.807159708886,Amsterdam,GAUC 2013,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33561,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33561
,33928,52.337084412732,4.8555384400526,Amsterdam,Auditorium ING House,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33928,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33928
,33985,52.377262574894,4.8580104817941,Amsterdam,Thenextweb,Auditorium,http://tour-pedia.org/api/getPlaceDetails?id=33985,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=33985
